
País,Empresa,Año,pollos anuales,población de ponedoras,pavos anuales
Nicaragua,Avícola La Barranca,2017,,4e+05,
Nicaragua,Avícola La Barranca,2016,,450000,
Nicaragua,Avícola La Barranca,2015,,450000,
Nicaragua,Avícola La Barranca,2014,,3e+05,
Nicaragua,Avícola La Barranca,2013,,3e+05,
México,G.M. Farms,2018,,2500000,
México,G.M. Farms,2017,,2500000,
México,G.M. Farms,2016,,2500000,
México,G.M. Farms,2015,,2500000,
México,G.M. Farms,2014,,2400000,
México,G.M. Farms,2013,,2e+06,
México,La Unión Tepatitlán (Huevo Alteño),2018,,2500000,
México,La Unión Tepatitlán (Huevo Alteño),2017,,2500000,
México,La Unión Tepatitlán (Huevo Alteño),2016,,2500000,
México,La Unión Tepatitlán (Huevo Alteño),2015,,2500000,
México,La Unión Tepatitlán (Huevo Alteño),2014,,2600000,
México,La Unión Tepatitlán (Huevo Alteño),2013,,2e+06,
México,Avícola El Chaparral,2018,,3500000,
México,Avícola El Chaparral,2017,,3500000,
México,Avícola El Chaparral,2016,,3e+06,
México,Avícola El Chaparral,2015,,2400000,
México,Avícola El Chaparral,2014,,2600000,
México,Avícola El Chaparral,2013,,2500000,
México,Gena Agropecuaria,2018,,1e+07,
México,Gena Agropecuaria,2017,,8e+06,
México,Gena Agropecuaria,2016,,8e+06,
México,Gena Agropecuaria,2015,,4e+06,
México,Gena Agropecuaria,2014,,5e+06,
México,Gena Agropecuaria,2013,,4400000,
México,Mr. Egg (Mercedes Romero Bringas),2018,,3e+06,
México,Mr. Egg (Mercedes Romero Bringas),2017,,3e+06,
México,Mr. Egg (Mercedes Romero Bringas),2016,,3e+06,
México,Mr. Egg (Mercedes Romero Bringas),2015,,3e+06,
México,Mr. Egg (Mercedes Romero Bringas),2014,,2070000,
México,Mr. Egg (Mercedes Romero Bringas),2013,,2070000,
México,Agropecuaria Sanfandila,2016,,2e+06,
México,Agropecuaria Sanfandila,2015,,2070000,
México,Agropecuaria Sanfandila,2014,,2070000,
México,Agropecuaria Sanfandila,2013,,2070000,
México,Avícola González y González,2018,,2500000,
México,Avícola González y González,2017,,3e+06,
México,Avícola González y González,2016,,3e+06,
México,Avícola González y González,2015,,3e+06,
México,Avícola González y González,2014,,2490000,
México,Avícola González y González,2013,,2490000,
México,Agropecuaria Santa Rosa,2018,,2500000,
México,Agropecuaria Santa Rosa,2017,,3e+06,
México,Agropecuaria Santa Rosa,2016,,3e+06,
México,Agropecuaria Santa Rosa,2015,,1800000,
México,Agropecuaria Santa Rosa,2014,,2500000,
México,Agropecuaria Santa Rosa,2013,,2500000,
México,Productora de Huevo Gigantes,2018,,2500000,
México,Productora de Huevo Gigantes,2017,,2200000,
México,Productora de Huevo Gigantes,2016,,1200000,
México,Productora de Huevo Gigantes,2015,,2e+06,
México,Productora de Huevo Gigantes,2014,,2600000,
México,Productora de Huevo Gigantes,2013,,2600000,
México,Granjas Avícolas Rancho Grande,2018,,2e+06,
México,Granjas Avícolas Rancho Grande,2017,,2e+06,
México,Granjas Avícolas Rancho Grande,2016,,2e+06,
México,Granjas Avícolas Rancho Grande,2015,2e+06,2e+06,
México,Granjas Avícolas Rancho Grande,2014,,3600000,
México,Granjas Avícolas Rancho Grande,2013,,3600000,
México,Huevo Avícola Tehuacán,2018,,2e+06,
México,Huevo Avícola Tehuacán,2017,,3e+06,
México,Huevo Avícola Tehuacán,2016,,3e+06,
México,Huevo Avícola Tehuacán,2015,,5600000,
México,Huevo Avícola Tehuacán,2014,,5600000,
México,Huevo Avícola Tehuacán,2013,,5600000,
México,El Calvario,2018,,1e+07,
México,El Calvario,2017,,1e+07,
México,El Calvario,2016,,1e+07,
México,El Calvario,2015,,1e+07,
México,El Calvario,2014,,3730000,
México,El Calvario,2013,,3730000,
Honduras,El Esfuerzo,2018,,9e+05,
Honduras,El Esfuerzo,2017,,9e+05,
Honduras,El Esfuerzo,2016,,7e+05,
Honduras,El Esfuerzo,2015,,4e+05,
Honduras,El Esfuerzo,2014,,4e+05,
Honduras,El Esfuerzo,2013,,4e+05,
Honduras,Las Delicias,2018,,9e+05,
Honduras,Las Delicias,2017,,9e+05,
Honduras,Las Delicias,2016,,8e+05,
Honduras,Las Delicias,2015,,450000,
Honduras,Las Delicias,2014,,450000,
Honduras,Las Delicias,2013,,450000,
Honduras,AVICA,2018,,3e+05,
Honduras,AVICA,2017,,3e+05,
Honduras,AVICA,2016,,2e+05,
Honduras,AVICA,2015,,5e+05,
Honduras,AVICA,2014,,5e+05,
Honduras,AVICA,2013,,5e+05,
Guatemala,Catoc Pe,2016,,280000,
Guatemala,Catoc Pe,2015,,280000,
Guatemala,Catoc Pe,2014,,280000,
Guatemala,Catoc Pe,2013,,280000,
Guatemala,Granjazul (Proavisa),2018,,820000,
Guatemala,Granjazul (Proavisa),2017,,820000,
Guatemala,Granjazul (Proavisa),2016,,820000,
Guatemala,Granjazul (Proavisa),2015,,830000,
Guatemala,Granjazul (Proavisa),2014,,850000,
Guatemala,Granjazul (Proavisa),2013,,750000,
Guatemala,COMAYMA RL,2018,,,
Guatemala,COMAYMA RL,2017,,670000,
Guatemala,COMAYMA RL,2016,,670000,
Guatemala,COMAYMA RL,2015,,670000,
Guatemala,COMAYMA RL,2014,,670000,
Guatemala,COMAYMA RL,2013,,670000,
Guatemala,Avicultores de Mixco SA,2018,,8e+05,
Guatemala,Avicultores de Mixco SA,2017,,8e+05,
Guatemala,Avicultores de Mixco SA,2016,,8e+05,
Guatemala,Avicultores de Mixco SA,2015,,8e+05,
Guatemala,Avicultores de Mixco SA,2014,,8e+05,
Guatemala,Avicultores de Mixco SA,2013,,8e+05,
El Salvador,El Granjero,2018,,9e+05,
El Salvador,El Granjero,2017,,9e+05,
El Salvador,El Granjero,2016,,9e+05,
El Salvador,El Granjero,2015,,9e+05,
El Salvador,El Granjero,2014,,8e+05,
El Salvador,El Granjero,2013,,1300000,
El Salvador,Granja Catalana,2018,,1100000,
El Salvador,Granja Catalana,2017,,1100000,
El Salvador,Granja Catalana,2016,,1e+06,
El Salvador,Granja Catalana,2015,,1e+06,
El Salvador,Granja Catalana,2014,,9e+05,
El Salvador,Granja Catalana,2013,,9e+05,
Ecuador,Grupo Oro,2018,,4e+05,170000
Ecuador,Grupo Oro,2017,6400000,3e+05,150000
Ecuador,Grupo Oro,2016,6400000,3e+05,150000
Ecuador,Grupo Oro,2015,6400000,3e+05,150000
Ecuador,Grupo Oro,2014,6400000,3e+05,
Ecuador,Grupo Oro,2013,6400000,3e+05,
Cuba,Unión de Empresas del Combinado Avícola Nacional,2015,,7e+06,
Cuba,Unión de Empresas del Combinado Avícola Nacional,2014,,7e+06,
Cuba,Unión de Empresas del Combinado Avícola Nacional,2013,,7e+06,
Costa Rica,Avicultores Unidos Avuga SA,2018,,4e+05,
Costa Rica,Avicultores Unidos Avuga SA,2017,,4e+05,
Costa Rica,Avicultores Unidos Avuga SA,2016,,280000,
Costa Rica,Avicultores Unidos Avuga SA,2015,,280000,
Costa Rica,Avicultores Unidos Avuga SA,2014,,280000,
Costa Rica,Avicultores Unidos Avuga SA,2013,,280000,
Costa Rica,La Yema Dorada (Monserrat),2018,,6e+05,
Costa Rica,La Yema Dorada (Monserrat),2017,,6e+05,
Costa Rica,La Yema Dorada (Monserrat),2016,,6e+05,
Costa Rica,La Yema Dorada (Monserrat),2015,,4e+05,
Costa Rica,La Yema Dorada (Monserrat),2014,,4e+05,
Costa Rica,La Yema Dorada (Monserrat),2013,,4e+05,
Colombia,Huevos Santa Reyes,2018,,6e+05,
Colombia,Huevos Santa Reyes,2017,,6e+05,
Colombia,Huevos Santa Reyes,2016,,6e+05,
Colombia,Huevos Santa Reyes,2015,,4e+05,
Colombia,Huevos Santa Reyes,2014,,4e+05,
Colombia,Huevos Santa Reyes,2013,,4e+05,
Colombia,Avícola Kakaraka,2018,,6e+05,
Colombia,Avícola Kakaraka,2017,,6e+05,
Colombia,Avícola Kakaraka,2016,,6e+05,
Colombia,Avícola Kakaraka,2015,,4e+05,
Colombia,Avícola Kakaraka,2014,,4e+05,
Colombia,Avícola Kakaraka,2013,,4e+05,
Colombia,Agrícol,2018,,1e+06,
Colombia,Agrícol,2017,,1e+06,
Colombia,Agrícol,2016,,1e+06,
Colombia,Agrícol,2015,,8e+05,
Colombia,Agrícol,2014,,8e+05,
Colombia,Agrícol,2013,,8e+05,
Colombia,Avinal,2018,,1500000,
Colombia,Avinal,2017,,1500000,
Colombia,Avinal,2016,,1500000,
Colombia,Avinal,2015,,1200000,
Colombia,Avinal,2014,,1500000,
Colombia,Avinal,2013,,1500000,
Colombia,Avícola AAA,2018,,2e+06,
Colombia,Avícola AAA,2017,,2e+06,
Colombia,Avícola AAA,2016,,2e+06,
Colombia,Avícola AAA,2015,,2e+06,
Colombia,Avícola AAA,2014,,1700000,
Colombia,Avícola AAA,2013,,1700000,
Colombia,Avícola El Guamito,2018,,2100000,
Colombia,Avícola El Guamito,2017,,2100000,
Colombia,Avícola El Guamito,2016,,2100000,
Colombia,Avícola El Guamito,2015,,1300000,
Colombia,Avícola El Guamito,2014,,1300000,
Colombia,Avícola El Guamito,2013,,1300000,
Colombia,Nutriavícola SA,2018,,2800000,
Colombia,Nutriavícola SA,2017,,3300000,
Colombia,Nutriavícola SA,2016,,3300000,
Colombia,Nutriavícola SA,2015,,3300000,
Colombia,Nutriavícola SA,2014,,2500000,
Colombia,Nutriavícola SA,2013,,2500000,
Colombia,Santa Anita Nápoles,2018,,2e+06,
Colombia,Santa Anita Nápoles,2017,,2e+06,
Colombia,Santa Anita Nápoles,2016,,2e+06,
Colombia,Santa Anita Nápoles,2015,,2e+06,
Colombia,Santa Anita Nápoles,2014,,2e+06,
Colombia,Santa Anita Nápoles,2013,,2e+06,
Colombia,Incubadora Santander,2018,,6e+06,
Colombia,Incubadora Santander,2017,,6e+06,
Colombia,Incubadora Santander,2016,,3500000,
Colombia,Incubadora Santander,2015,,3500000,
Colombia,Incubadora Santander,2014,,3500000,
Colombia,Incubadora Santander,2013,,3500000,
Chile,Avícola Las Rastras,2018,,950000,
Chile,Avícola Las Rastras,2017,,950000,
Chile,Avícola Las Rastras,2016,,950000,
Chile,Avícola Las Rastras,2015,,740000,
Chile,Avícola Las Rastras,2014,,740000,
Chile,Avícola Las Rastras,2013,,740000,
Chile,Agrícola Santa Marta de Liray,2018,,6e+05,
Chile,Agrícola Santa Marta de Liray,2017,,6e+05,
Chile,Agrícola Santa Marta de Liray,2016,,6e+05,
Chile,Agrícola Santa Marta de Liray,2015,,540000,
Chile,Agrícola Santa Marta de Liray,2014,,540000,
Chile,Agrícola Santa Marta de Liray,2013,,540000,
Chile,Emilio Silva e Hijos (Avícola Santa Elvira),2018,,7e+05,
Chile,Emilio Silva e Hijos (Avícola Santa Elvira),2017,,7e+05,
Chile,Emilio Silva e Hijos (Avícola Santa Elvira),2016,,750000,
Chile,Emilio Silva e Hijos (Avícola Santa Elvira),2015,,9e+05,
Chile,Emilio Silva e Hijos (Avícola Santa Elvira),2014,,610000,
Chile,Emilio Silva e Hijos (Avícola Santa Elvira),2013,,610000,
Chile,Agricovial SA,2018,,1e+06,
Chile,Agricovial SA,2017,,1e+06,
Chile,Agricovial SA,2016,,1100000,
Chile,Agricovial SA,2015,,1130000,
Chile,Agricovial SA,2014,,1130000,
Chile,Agricovial SA,2013,,1130000,
Chile,Avícola Andina,2018,,1200000,
Chile,Avícola Andina,2017,,1200000,
Chile,Avícola Andina,2016,,1070000,
Chile,Avícola Andina,2015,,1070000,
Chile,Avícola Andina,2014,,1070000,
Chile,Avícola Andina,2013,,1070000,
Brasil,Waldemiro Berger,2018,,2300000,
Brasil,Waldemiro Berger,2017,,2e+06,
Brasil,Waldemiro Berger,2016,,2e+06,
Brasil,Waldemiro Berger,2015,,2e+06,
Brasil,Waldemiro Berger,2014,,2e+06,
Brasil,Waldemiro Berger,2013,,2e+06,
Brasil,Granja Antunes,2016,,1e+06,
Brasil,Granja Antunes,2015,,1e+06,
Brasil,Granja Antunes,2014,,1e+06,
Brasil,Granja Antunes,2013,,1e+06,
Brasil,Aviário Santo Antônio,2016,,1110000,
Brasil,Aviário Santo Antônio,2015,,1110000,
Brasil,Aviário Santo Antônio,2014,,1110000,
Brasil,Aviário Santo Antônio,2013,,1110000,
Brasil,Gaasa Alimentos,2017,,1300000,
Brasil,Gaasa Alimentos,2016,,1300000,
Brasil,Gaasa Alimentos,2015,,1110000,
Brasil,Gaasa Alimentos,2014,,1110000,
Brasil,Gaasa Alimentos,2013,,1110000,
Brasil,Granja Sumaré,2018,,2e+06,
Brasil,Granja Sumaré,2017,,2e+06,
Brasil,Granja Sumaré,2016,,2e+06,
Brasil,Granja Sumaré,2015,,2e+06,
Brasil,Granja Sumaré,2014,,1800000,
Brasil,Granja Sumaré,2013,,1800000,
Brasil,Naturovos,2018,,2500000,
Brasil,Naturovos,2017,,2500000,
Brasil,Naturovos,2016,,2e+06,
Brasil,Naturovos,2015,,2500000,
Brasil,Naturovos,2014,,2e+06,
Brasil,Naturovos,2013,,2e+06,
Brasil,Grupo Katayama,2018,,2e+06,
Brasil,Grupo Katayama,2017,,2500000,
Brasil,Grupo Katayama,2016,,2e+06,
Brasil,Grupo Katayama,2015,,1500000,
Brasil,Grupo Katayama,2014,,1500000,
Brasil,Grupo Katayama,2013,,1500000,
Brasil,Granja Shigueno,2016,,1350000,
Brasil,Granja Shigueno,2015,,1350000,
Brasil,Granja Shigueno,2014,,1350000,
Brasil,Granja Shigueno,2013,,1350000,
Brasil,Avicultura Josidith,2018,,4400000,
Brasil,Avicultura Josidith,2017,,3500000,
Brasil,Avicultura Josidith,2016,,3500000,
Brasil,Avicultura Josidith,2015,,3e+06,
Brasil,Avicultura Josidith,2014,,3e+06,
Brasil,Avicultura Josidith,2013,,3e+06,
Brasil,Somai Nordeste,2018,,3e+06,
Brasil,Somai Nordeste,2017,,3e+06,
Brasil,Somai Nordeste,2016,,3e+06,
Brasil,Somai Nordeste,2015,,2460000,
Brasil,Somai Nordeste,2014,,2460000,
Brasil,Somai Nordeste,2013,,2460000,
Brasil,Granja Yabuta,2018,,1e+07,
Brasil,Granja Yabuta,2017,,1e+07,
Brasil,Granja Yabuta,2016,,1e+07,
Brasil,Granja Yabuta,2015,,9e+06,
Brasil,Granja Yabuta,2014,,9e+06,
Brasil,Granja Yabuta,2013,,9e+06,
Brasil,Granja Mantiqueira,2018,,1e+07,
Brasil,Granja Mantiqueira,2017,,1.2e+07,
Brasil,Granja Mantiqueira,2016,,1.1e+07,
Brasil,Granja Mantiqueira,2015,,1.1e+07,
Brasil,Granja Mantiqueira,2014,,1.1e+07,
Brasil,Granja Mantiqueira,2013,,1.1e+07,
Bolivia,Carger,2018,,,
Bolivia,Carger,2017,,3e+05,
Bolivia,Carger,2015,,290000,
Bolivia,Carger,2014,,290000,
Bolivia,Carger,2013,,290000,
Bolivia,Avícola Rolón,2018,,7e+05,
Bolivia,Avícola Rolón,2017,,1e+06,
Bolivia,Avícola Rolón,2015,,420000,
Bolivia,Avícola Rolón,2014,,420000,
Bolivia,Avícola Rolón,2013,,420000,
Bolivia,Caisy Ltda.,2018,,1e+06,
Bolivia,Caisy Ltda.,2017,,1100000,
Bolivia,Caisy Ltda.,2015,,940000,
Bolivia,Caisy Ltda.,2014,,940000,
Bolivia,Caisy Ltda.,2013,,940000,
Argentina,Astillas de Plata SA,2018,,8e+05,
Argentina,Astillas de Plata SA,2017,,550000,
Argentina,Astillas de Plata SA,2016,,5e+05,
Argentina,Astillas de Plata SA,2015,,6e+05,
Argentina,Astillas de Plata SA,2014,,7e+05,
Argentina,Astillas de Plata SA,2013,,7e+05,
Argentina,Granjas Carnave,2018,,6e+05,
Argentina,Granjas Carnave,2017,,6e+05,
Argentina,Granjas Carnave,2016,,6e+05,
Argentina,Granjas Carnave,2015,,6e+05,
Argentina,Granjas Carnave,2014,,6e+05,
Argentina,Granjas Carnave,2013,,6e+05,
Argentina,Telos SA,2018,,880000,
Argentina,Telos SA,2017,,880000,
Argentina,Telos SA,2016,,880000,
Argentina,Telos SA,2015,,880000,
Argentina,Telos SA,2014,,1e+06,
Argentina,Telos SA,2013,,1e+06,
Argentina,Ovobrand SA,2018,,1500000,
Argentina,Ovobrand SA,2017,,1800000,
Argentina,Ovobrand SA,2016,,1800000,
Argentina,Ovobrand SA,2015,,1800000,
Argentina,Ovobrand SA,2014,,1500000,
Argentina,Ovobrand SA,2013,,1500000,
México,Jorge Enrique Fernández Martin,2018,,5e+06,
México,Jorge Enrique Fernández Martin,2017,,4400000,
México,Jorge Enrique Fernández Martin,2016,,4400000,
México,Jorge Enrique Fernández Martin,2015,,4400000,
México,Jorge Enrique Fernández Martin,2014,,4e+06,
México,Jorge Enrique Fernández Martin,2013,,3600000,
El Salvador,San Benito,2018,,4e+05,
El Salvador,San Benito,2017,,450000,
El Salvador,San Benito,2016,,450000,
El Salvador,San Benito,2015,,4e+05,
El Salvador,San Benito,2014,,4e+05,
El Salvador,San Benito,2013,,350000,
Ecuador,Avitalsa (Avícola Vitaloa),2018,2e+07,,1e+05
Ecuador,Avitalsa (Avícola Vitaloa),2017,18100000,,1e+05
Ecuador,Avitalsa (Avícola Vitaloa),2016,18100000,,1e+05
Ecuador,Avitalsa (Avícola Vitaloa),2015,1.6e+07,,1e+05
Ecuador,Avitalsa (Avícola Vitaloa),2014,1e+05,,
Bolivia,Inacruz,2018,,4e+05,
Bolivia,Inacruz,2017,,3e+05,
Bolivia,Inacruz,2016,,150000,
Bolivia,Inacruz,2015,,150000,
Bolivia,Inacruz,2014,,150000,
Bolivia,Inacruz,2013,,150000,
Venezuela,Avícola Mayupan,2018,,,7e+05
Venezuela,Avícola Mayupan,2017,,,5e+05
Venezuela,Avícola Mayupan,2016,,,1100000
Venezuela,Avícola Mayupan,2015,,,1100000
Venezuela,Avícola Mayupan,2014,,,1700000
Venezuela,Avícola Mayupan,2013,,,1700000
México,Pavos Parson,2018,,,4e+05
México,Pavos Parson,2017,,,270000
México,Pavos Parson,2016,,,270000
México,Pavos Parson,2015,,,270000
México,Pavos Parson,2014,,,270000
México,Pavos Parson,2013,270000,,
Guatemala,Pavos Chumpis,2016,,,40000
Guatemala,Pavos Chumpis,2015,,,40000
Guatemala,Pavos Chumpis,2014,,,
Guatemala,Pavos Chumpis,2013,,,
Guatemala,Avícola Napo,2016,,,40000
Guatemala,Avícola Napo,2015,,,40000
Guatemala,Avícola Napo,2014,,,
Guatemala,Avícola Napo,2013,,,
Chile,Agrícola Vizcaya,2018,,,310000
Chile,Agrícola Vizcaya,2017,,,310000
Chile,Agrícola Vizcaya,2016,,,320000
Chile,Agrícola Vizcaya,2015,,,320000
Chile,Agrícola Vizcaya,2014,,,320000
Chile,Agrícola Vizcaya,2013,,,320000
Uruguay,Avícola del Oeste,2017,7800000,,
Uruguay,Avícola del Oeste,2016,9500000,,
Uruguay,Avícola del Oeste,2015,1.1e+07,,
Uruguay,Avícola del Oeste,2014,6200000,,
Uruguay,Avícola del Oeste,2013,6200000,,
República Dominicana,Endy Agroindustrial,2018,,1e+06,
República Dominicana,Endy Agroindustrial,2017,,850000,
República Dominicana,Endy Agroindustrial,2016,,850000,
República Dominicana,Endy Agroindustrial,2015,,720000,
República Dominicana,Endy Agroindustrial,2014,,720000,
República Dominicana,Endy Agroindustrial,2013,,720000,
Perú,Técnica Avícola,2018,3.5e+07,,
Perú,Técnica Avícola,2017,32500000,,
Perú,Técnica Avícola,2016,3e+07,,
Perú,Técnica Avícola,2015,1.5e+07,,
Perú,Técnica Avícola,2014,1.5e+07,,
Perú,Técnica Avícola,2013,1.5e+07,,
Paraguay,Pollpar,2018,2.3e+07,,
Paraguay,Pollpar,2017,2.3e+07,,
Paraguay,Pollpar,2016,2.3e+07,,
Paraguay,Pollpar,2015,1.6e+07,,
Paraguay,Pollpar,2014,12900000,,
Paraguay,Pollpar,2013,12900000,,
Panamá,Arce Avícola,2018,15500000,3e+05,
Panamá,Arce Avícola,2017,18200000,350000,
Panamá,Arce Avícola,2016,,350000,
Panamá,Arce Avícola,2015,1.6e+07,120000,
Panamá,Arce Avícola,2014,14400000,120000,
Panamá,Arce Avícola,2013,1.2e+07,,
Nicaragua,Molinos de Nicaragua (Monisa),2018,1.8e+07,,
Nicaragua,Molinos de Nicaragua (Monisa),2017,1.5e+07,,
Nicaragua,Molinos de Nicaragua (Monisa),2016,1.4e+07,,
Nicaragua,Molinos de Nicaragua (Monisa),2015,1.1e+07,,
Nicaragua,Molinos de Nicaragua (Monisa),2014,1e+07,,
Nicaragua,Molinos de Nicaragua (Monisa),2013,5300000,,
Nicaragua,Avícola La Estrella SA,2018,1.6e+07,380000,
Nicaragua,Avícola La Estrella SA,2017,1.6e+07,380000,
Nicaragua,Avícola La Estrella SA,2016,1e+07,3e+05,
Nicaragua,Avícola La Estrella SA,2015,1e+07,3e+05,
Nicaragua,Avícola La Estrella SA,2014,1e+07,3e+05,
Nicaragua,Avícola La Estrella SA,2013,1e+07,3e+05,
Nicaragua,PIPASA Nicaragua,2016,1.1e+07,,
Nicaragua,PIPASA Nicaragua,2015,1.1e+07,,
Nicaragua,PIPASA Nicaragua,2014,1.1e+07,,
Nicaragua,PIPASA Nicaragua,2013,1.1e+07,,
México,Agroindustrias Quesada,2018,4.5e+07,,
México,Agroindustrias Quesada,2017,4.5e+07,,
México,Agroindustrias Quesada,2016,4.5e+07,,
México,Agroindustrias Quesada,2015,4.5e+07,,
México,Agroindustrias Quesada,2014,20500000,,
México,Agroindustrias Quesada,2013,20500000,,
México,Grupo Avimarca,2018,2.3e+07,,
México,Grupo Avimarca,2017,2.3e+07,,
México,Grupo Avimarca,2016,2.3e+07,,
México,Grupo Avimarca,2015,2.3e+07,,
México,Grupo Avimarca,2014,2.6e+07,,
México,Grupo Avimarca,2013,21600000,,
México,Pollo Industrializado de México,2018,45500000,,
México,Pollo Industrializado de México,2017,4.2e+07,,
México,Pollo Industrializado de México,2016,4.2e+07,,
México,Pollo Industrializado de México,2015,3.6e+07,,
México,Pollo Industrializado de México,2014,28600000,,
México,Pollo Industrializado de México,2013,2.7e+07,,
México,Interpec San Marcos,2018,5.1e+07,,
México,Interpec San Marcos,2017,4.7e+07,,
México,Interpec San Marcos,2016,4.4e+07,,
México,Interpec San Marcos,2015,36700000,,
México,Interpec San Marcos,2014,36100000,,
México,Interpec San Marcos,2013,3.5e+07,,
Honduras,El Cortijo,2018,1.1e+07,,
Honduras,El Cortijo,2017,1.1e+07,,
Honduras,El Cortijo,2016,8600000,,
Honduras,El Cortijo,2015,8600000,,
Honduras,El Cortijo,2014,8600000,,
Honduras,El Cortijo,2013,8600000,,
El Salvador,Los Teques,2017,2e+06,,
El Salvador,Los Teques,2016,2e+06,,
El Salvador,Los Teques,2015,2e+06,,
El Salvador,Los Teques,2014,2e+06,,
El Salvador,Los Teques,2013,2e+06,,
Ecuador,Pollo Favorito SA (Pofasa),2018,8700000,,
Ecuador,Pollo Favorito SA (Pofasa),2017,8700000,,
Ecuador,Pollo Favorito SA (Pofasa),2016,8300000,,
Ecuador,Pollo Favorito SA (Pofasa),2015,8e+06,,
Ecuador,Pollo Favorito SA (Pofasa),2014,5700000,,
Ecuador,Pollo Favorito SA (Pofasa),2013,5700000,,
Costa Rica,Avícola Ricura,2018,14400000,350000,
Costa Rica,Avícola Ricura,2017,13400000,350000,
Costa Rica,Avícola Ricura,2016,1.3e+07,310000,
Costa Rica,Avícola Ricura,2015,9200000,310000,
Costa Rica,Avícola Ricura,2014,9200000,310000,
Costa Rica,Avícola Ricura,2013,9200000,310000,
Brasil,Globoaves Brasil,2018,134070000,,
Brasil,Globoaves Brasil,2017,60600000,,
Brasil,Globoaves Brasil,2016,6e+07,,
Brasil,Globoaves Brasil,2015,73700000,,
Brasil,Globoaves Brasil,2014,73700000,,
Brasil,Globoaves Brasil,2013,73700000,,
Guatemala,Palo Alto,2017,6e+06,,
Guatemala,Palo Alto,2016,5e+06,,
Guatemala,Palo Alto,2015,8500000,,
Guatemala,Palo Alto,2014,8500000,,
Guatemala,Palo Alto,2013,8500000,,
El Salvador,Avícola Campestre,2018,4200000,,
El Salvador,Avícola Campestre,2017,4200000,,
El Salvador,Avícola Campestre,2016,4200000,,
El Salvador,Avícola Campestre,2015,4200000,,
El Salvador,Avícola Campestre,2014,4e+06,,
El Salvador,Avícola Campestre,2013,4e+06,,
El Salvador,Sello de Oro,2018,13600000,,
El Salvador,Sello de Oro,2017,13600000,,
El Salvador,Sello de Oro,2016,13600000,,
El Salvador,Sello de Oro,2015,1.3e+07,,
El Salvador,Sello de Oro,2014,1.3e+07,,
El Salvador,Sello de Oro,2013,11200000,,
Colombia,Pollo Andino SA,2018,2.9e+07,,
Colombia,Pollo Andino SA,2017,1.8e+07,,
Colombia,Pollo Andino SA,2016,1.8e+07,,
Colombia,Avícola Los Cámbulos,2018,7e+07,,
Colombia,Avícola Los Cámbulos,2017,5e+07,,
Colombia,Avícola Los Cámbulos,2016,5e+07,,
Colombia,Avícola Los Cámbulos,2015,11700000,,
Colombia,Avícola Los Cámbulos,2014,11700000,,
Colombia,Avícola Los Cámbulos,2013,11700000,,
Colombia,Pollos Savicol,2018,2.6e+07,,
Colombia,Pollos Savicol,2017,1.8e+07,,
Colombia,Pollos Savicol,2016,1.8e+07,,
Colombia,Pollos Savicol,2015,14500000,,
Colombia,Pollos Savicol,2014,14500000,,
Colombia,Pollos Savicol,2013,14500000,,
Colombia,Distraves SA,2018,2.4e+07,,
Colombia,Distraves SA,2017,2.4e+07,,
Colombia,Distraves SA,2016,2.4e+07,,
Colombia,Distraves SA,2015,19200000,,
Colombia,Distraves SA,2014,19200000,,
Colombia,Distraves SA,2013,19200000,,
Chile,Super Pollo Ltda. (Agrosuper),2018,1.4e+08,,
Chile,Super Pollo Ltda. (Agrosuper),2017,1.2e+08,,
Chile,Super Pollo Ltda. (Agrosuper),2016,1.1e+08,,
Chile,Super Pollo Ltda. (Agrosuper),2015,1.1e+08,,
Chile,Super Pollo Ltda. (Agrosuper),2014,1.28e+08,,
Chile,Super Pollo Ltda. (Agrosuper),2013,1.28e+08,,
